id	Country	year	location
SPT43266	Kenya	2011	Kilifi
SPT43267	Kenya	2011	Kilifi
SPT43268	Kenya	2011	Kilifi
SPT43269	Kenya	2011	Kilifi
SPT43270	Kenya	2011	Kilifi
SPT43271	Kenya	2011	Kilifi
SPT43272	Kenya	2011	Kilifi
SPT43273	Kenya	2011	Kilifi
SPT43274	Kenya	2011	Kilifi
SPT43275	Kenya	2011	Kilifi
SPT43276	Kenya	2011	Kilifi
SPT43277	Kenya	2011	Kilifi
SPT43279	Kenya	2011	Kilifi
SPT43280	Kenya	2011	Kilifi
SPT43281	Kenya	2011	Kilifi
SPT43282	Kenya	2011	Kilifi
SPT43283	Kenya	2011	Kilifi
SPT43284	Kenya	2011	Kilifi
SPT43285	Kenya	2011	Kilifi
SPT43286	Kenya	2011	Kilifi
SPT43287	Kenya	2011	Kilifi
SPT43288	Kenya	2011	Kilifi
SPT43289	Kenya	2011	Kilifi
SPT43290	Kenya	2011	Kilifi
SPT43291	Kenya	2011	Kilifi
SPT43292	Kenya	2011	Kilifi
SPT43293	Kenya	2011	Kilifi
SPT43294	Kenya	2012	Kilifi
SPT43295	Kenya	2012	Kilifi
SPT43296	Kenya	2012	Kilifi
SPT43297	Kenya	2012	Kilifi
SPT43298	Kenya	2012	Kilifi
SPT43299	Kenya	2012	Kilifi
SPT43300	Kenya	2012	Kilifi
SPT43301	Kenya	2012	Kilifi
SPT43302	Kenya	2012	Kilifi
SPT43303	Kenya	2012	Kilifi
SPT43304	Kenya	2012	Kilifi
SPT43305	Kenya	2012	Kilifi
SPT43306	Kenya	2012	Kilifi
SPT43307	Kenya	2012	Kilifi
SPT43308	Kenya	2012	Kilifi
SPT43310	Kenya	2012	Kilifi
SPT43311	Kenya	2012	Kilifi
SPT43312	Kenya	2012	Kilifi
SPT43313	Kenya	2012	Kilifi
SPT43314	Kenya	2012	Kilifi
SPT43315	Kenya	2012	Kilifi
SPT43316	Kenya	2012	Kilifi
SPT43317	Kenya	2012	Kilifi
SPT43318	Kenya	2012	Kilifi
SPT43319	Kenya	2012	Kilifi
SPT43320	Kenya	2012	Kilifi
SPT43321	Kenya	2012	Kilifi
SPT43322	Kenya	2012	Kilifi
SPT43323	Kenya	2012	Kilifi
SPT43324	Kenya	2012	Kilifi
SPT43325	Kenya	2012	Kilifi
SPT43326	Kenya	2012	Kilifi
SPT43328	Kenya	2012	Kilifi
SPT43329	Kenya	2012	Kilifi
SPT43330	Kenya	2012	Kilifi
SPT43331	Kenya	2012	Kilifi
SPT43333	Kenya	2012	Kilifi
SPT43334	Kenya	2012	Kilifi
SPT43335	Kenya	2012	Kilifi
SPT43336	Kenya	2012	Kilifi
SPT43337	Kenya	2012	Kilifi
SPT43338	Kenya	2012	Kilifi
SPT43339	Kenya	2012	Kilifi
SPT43340	Kenya	2012	Kilifi
SPT43341	Kenya	2012	Kilifi
SPT43342	Kenya	2012	Kilifi
SPT43343	Kenya	2012	Kilifi
SPT43344	Kenya	2012	Kilifi
SPT43345	Kenya	2012	Kilifi
SPT43346	Kenya	2012	Kilifi
SPT43347	Kenya	2012	Kilifi
SPT43348	Kenya	2012	Kilifi
SPT43349	Kenya	2012	Kilifi
SPT43350	Kenya	2012	Kilifi
SPT43351	Kenya	2012	Kilifi
SPT43352	Kenya	2012	Kilifi
SPT43355	Kenya	2012	Kilifi
SPT43356	Kenya	2012	Kilifi
SPT43357	Kenya	2012	Kilifi
SPT43358	Kenya	2012	Kilifi
SPT43359	Kenya	2012	Kilifi
SPT43360	Kenya	2012	Kilifi
SPT43361	Kenya	2012	Kilifi
SPT43362	Kenya	2012	Kilifi
SPT43363	Kenya	2012	Kilifi
SPT43364	Kenya	2012	Kilifi
SPT43365	Kenya	2012	Kilifi
SPT43366	Kenya	2012	Kilifi
SPT43367	Kenya	2012	Kilifi
SPT43368	Kenya	2012	Kilifi
SPT43369	Kenya	2012	Kilifi
SPT43370	Kenya	2012	Kilifi
SPT43371	Kenya	2012	Kilifi
SPT43372	Kenya	2012	Kilifi
SPT43373	Kenya	2012	Kilifi
SPT43374	Kenya	2012	Kilifi
SPT43375	Kenya	2012	Kilifi
SPT43376	Kenya	2012	Kilifi
PA0370-C	Gambia	2014	Upper River
PA0371-C	Gambia	2014	Upper River
PA0372-C	Gambia	2014	Upper River
PA0373-C	Gambia	2014	Upper River
PA0374-C	Gambia	2014	Upper River
PA0375-C	Gambia	2014	Upper River
PA0376-C	Gambia	2014	Upper River
PA0377-C	Gambia	2014	Upper River
PA0378-C	Gambia	2014	Upper River
PA0379-C	Gambia	2014	Upper River
PA0382-C	Gambia	2014	Upper River
PA0383-C	Gambia	2014	Upper River
PA0384-C	Gambia	2014	Upper River
PA0387-C	Gambia	2014	Upper River
PA0388-C	Gambia	2014	Upper River
PA0389-C	Gambia	2014	Upper River
PA0391-C	Gambia	2014	Upper River
PA0392-C	Gambia	2014	Upper River
PA0393-C	Gambia	2014	Upper River
PA0394-C	Gambia	2014	Upper River
PA0395-C	Gambia	2014	Upper River
PA0396-C	Gambia	2014	Upper River
PA0397-C	Gambia	2014	Upper River
PA0398-C	Gambia	2014	Upper River
PA0399-C	Gambia	2014	Upper River
PA0400-C	Gambia	2014	Upper River
PA0401-C	Gambia	2014	Upper River
PA0402-C	Gambia	2014	Upper River
PA0403-C	Gambia	2014	Upper River
PA0404-C	Gambia	2014	Upper River
PA0405-C	Gambia	2014	Upper River
PA0406-C	Gambia	2014	Upper River
PA0407-C	Gambia	2014	Upper River
PA0409-C	Gambia	2014	Upper River
PA0411-C	Gambia	2014	Upper River
PA0413-C	Gambia	2014	Upper River
PA0414-C	Gambia	2014	Upper River
PA0417-C	Gambia	2014	Upper River
PA0419-C	Gambia	2014	Upper River
PA0423-C	Gambia	2014	Upper River
PA0424-C	Gambia	2014	Upper River
PA0425-C	Gambia	2014	Upper River
PA0431-C	Gambia	2014	Upper River
PA0506-C	Gambia	2014	Upper River
PA0507-C	Gambia	2014	Upper River
PA0508-C	Gambia	2014	Upper River
PA0513-C	Gambia	2014	Upper River
PA0514-C	Gambia	2014	Upper River
PA0516-C	Gambia	2014	Upper River
PA0520-C	Gambia	2014	Upper River
PA0521-C	Gambia	2014	Upper River
PA0522-C	Gambia	2014	Upper River
PA0523-C	Gambia	2014	Upper River
PA0524-C	Gambia	2014	Upper River
PA0525-C	Gambia	2014	Upper River
PA0532-C	Gambia	2014	Upper River
PA0534-C	Gambia	2013	Upper River
PA0537-C	Gambia	2013	Upper River
PA0540-C	Gambia	2013	Upper River
PA0541-C	Gambia	2013	Upper River
PA0542-C	Gambia	2013	Upper River
PA0544-C	Gambia	2013	Upper River
PA0550-C	Gambia	2013	Upper River
PA0551-C	Gambia	2013	Upper River
PA0554-C	Gambia	2013	Upper River
PA0558-C	Gambia	2013	Upper River
PA0561-C	Gambia	2013	Upper River
PA0562-C	Gambia	2013	Upper River
PA0563-C	Gambia	2013	Upper River
PA0564-C	Gambia	2013	Upper River
PA0572-C	Gambia	2013	Upper River
PA0575-C	Gambia	2014	Upper River
PA0576-C	Gambia	2013	Upper River
PA0577-C	Gambia	2013	Upper River
PA0586-C	Gambia	2014	Upper River
PA0597-C	Gambia	2013	Upper River
PA0599-C	Gambia	2013	Upper River
PA0604-C	Gambia	2013	Upper River
PA0611-C	Gambia	2013	Upper River
PA0617-C	Gambia	2014	Upper River
PA0618-C	Gambia	2014	Upper River
PA0619-C	Gambia	2014	Upper River
PA0620-C	Gambia	2014	Upper River
PA0621-C	Gambia	2014	Upper River
PA0622-C	Gambia	2014	Upper River
PA0623-C	Gambia	2014	Upper River
PA0625-C	Gambia	2014	Upper River
PA0626-C	Gambia	2014	Upper River
PA0627-C	Gambia	2014	Upper River
PA0628-C	Gambia	2014	Upper River
PA0629-C	Gambia	2014	Upper River
PA0630-C	Gambia	2014	Upper River
PA0631-C	Gambia	2014	Upper River
PA0633-C	Gambia	2014	Upper River
PA0634-C	Gambia	2014	Upper River
PA0636-C	Gambia	2014	Upper River
PA0637-C	Gambia	2014	Upper River
PA0638-C	Gambia	2014	Upper River
PA0639-C	Gambia	2014	Upper River
PA0641-C	Gambia	2014	Upper River
PA0642-C	Gambia	2014	Upper River
PA0643-C	Gambia	2014	Upper River
PA0645-C	Gambia	2014	Upper River
PA0649-C	Gambia	2014	Upper River
PA0654-C	Gambia	2014	Upper River
PA0655-C	Gambia	2014	Upper River
PA0677-CW	Gambia	2014	Upper River
PA0699-CW	Gambia	2014	Upper River
PA0809-CW	Gambia	2014	Upper River
PA0895-CW	Gambia	2014	Upper River
PA0899-CW	Gambia	2014	Upper River
PA0900-CW	Gambia	2014	Upper River
PA0916-CW	Gambia	2014	Upper River
PA1029-CW	Gambia	2015	Upper River
PA1038-CW	Gambia	2015	Upper River
PA1048-CW	Gambia	2014	Upper River
PA1050-CW	Gambia	2014	Upper River
PA1051-CW	Gambia	2014	Upper River
PA1052-CW	Gambia	2014	Upper River
PA1061-CW	Gambia	2015	Upper River
PA1062-CW	Gambia	2015	Upper River
PA1313-Cw	Gambia	2015	Upper River
PA1315-Cw	Gambia	2015	Upper River
PA1316-Cw	Gambia	2015	Upper River
PA1317-Cw	Gambia	2015	Upper River
PA1318-Cw	Gambia	2015	Upper River
PA1319-Cw	Gambia	2015	Upper River
PA1320-Cw	Gambia	2015	Upper River
PA1321-Cw	Gambia	2015	Upper River
PA1323-Cw	Gambia	2015	Upper River
PA1324-Cw	Gambia	2015	Upper River
PA1326-Cw	Gambia	2015	Upper River
PA1328-Cw	Gambia	2015	Upper River
PA1330-Cw	Gambia	2015	Upper River
PA1331-Cw	Gambia	2015	Upper River
PA1332-Cw	Gambia	2015	Upper River
PA1333-Cw	Gambia	2015	Upper River
PA1336-Cw	Gambia	2015	Upper River
PA1337-Cw	Gambia	2015	Upper River
PA1338-Cw	Gambia	2015	Upper River
PA1339-Cw	Gambia	2015	Upper River
PA1340-Cw	Gambia	2015	Upper River
PA1349-Cw	Gambia	2016	Upper River
PA1362-Cw	Gambia	2016	Upper River
PA1369-Cw	Gambia	2016	Upper River
PA1376-Cw	Gambia	2015	Upper River
PA1391-Cw	Gambia	2015	Upper River
PA1406-Cw	Gambia	2015	Upper River
PA1411-Cw	Gambia	2015	Upper River
PA1426-Cw	Gambia	2015	Upper River
PA1437-Cw	Gambia	2015	Upper River
PA1446-Cw	Gambia	2015	Upper River
PA1447-Cw	Gambia	2015	Upper River
PA1448-Cw	Gambia	2015	Upper River
PA1450-Cw	Gambia	2015	Upper River
PA1452-Cw	Gambia	2015	Upper River
PA1453-Cw	Gambia	2015	Upper River
PA1456-Cw	Gambia	2015	Upper River
SPT21659	Gambia	2016	Upper River
SPT21661	Gambia	2016	Upper River
SPT21667	Gambia	2016	Upper River
SPT21668	Gambia	2016	Upper River
SPT21675	Gambia	2016	Upper River
SPT21677	Gambia	2016	Upper River
SPT21685	Gambia	2016	Upper River
SPT21686	Gambia	2016	Upper River
SPT21690	Gambia	2016	Upper River
SPT21691	Gambia	2016	Upper River
SPT21692	Gambia	2016	Upper River
SPT21705	Gambia	2016	Upper River
SPT21707	Gambia	2016	Upper River
SPT21708	Gambia	2016	Upper River
SPT21710	Gambia	2016	Upper River
SPT21712	Gambia	2016	Upper River
SPT21713	Gambia	2016	Upper River
SPT21714	Gambia	2016	Upper River
SPT21715	Gambia	2016	Upper River
SPT21716	Gambia	2016	Upper River
SPT21717	Gambia	2016	Upper River
SPT21719	Gambia	2016	Upper River
SPT21721	Gambia	2016	Upper River
SPT21722	Gambia	2016	Upper River
SPT21723	Gambia	2016	Upper River
SPT21724	Gambia	2016	Upper River
SPT21725	Gambia	2016	Upper River
SPT21726	Gambia	2016	Upper River
SPT21727	Gambia	2016	Upper River
SPT21730	Gambia	2016	Upper River
SPT21731	Gambia	2016	Upper River
SPT21732	Gambia	2016	Upper River
SPT21734	Gambia	2016	Upper River
SPT21735	Gambia	2016	Upper River
SPT21737	Gambia	2016	Upper River
SPT21738	Gambia	2016	Upper River
SPT21739	Gambia	2016	Upper River
SPT21740	Gambia	2016	Upper River
SPT21741	Gambia	2016	Upper River
SPT21742	Gambia	2016	Upper River
SPT21743	Gambia	2016	Upper River
SPT21744	Gambia	2016	Upper River
SPT21750	Gambia	2016	Upper River
SPT21751	Gambia	2016	Upper River
SPT21756	Gambia	2016	Upper River
SPT21759	Gambia	2016	Upper River
SPT21765	Gambia	2016	Upper River
SPT21769	Gambia	2016	Upper River
SPT21773	Gambia	2016	Upper River
SPT21774	Gambia	2016	Upper River
SPT21778	Gambia	2016	Upper River
SPT21785	Gambia	2016	Upper River
SPT21786	Gambia	2016	Upper River
SPT21788	Gambia	2016	Upper River
SPT21789	Gambia	2016	Upper River
SPT21793	Gambia	2016	Upper River
SPT21796	Gambia	2016	Upper River
SPT21797	Gambia	2016	Upper River
SPT21804	Gambia	2017	Upper River
SPT21805	Gambia	2017	Upper River
SPT21807	Gambia	2017	Upper River
SPT21808	Gambia	2017	Upper River
SPT21813	Gambia	2017	Upper River
SPT21817	Gambia	2017	Upper River
SPT21818	Gambia	2017	Upper River
SPT21824	Gambia	2017	Upper River
SPT21831	Gambia	2017	Upper River
SPT21833	Gambia	2017	Upper River
SPT21835	Gambia	2017	Upper River
SPT21836	Gambia	2017	Upper River
SPT21837	Gambia	2017	Upper River
SPT21838	Gambia	2017	Upper River
SPT21839	Gambia	2017	Upper River
SPT21840	Gambia	2017	Upper River
SPT21841	Gambia	2017	Upper River
SPT21844	Gambia	2017	Upper River
SPT21846	Gambia	2017	Upper River
SPT21863	Gambia	2017	Upper River
SPT21866	Gambia	2017	Upper River
SPT21872	Gambia	2017	Upper River
SPT21873	Gambia	2017	Upper River
SPT21874	Gambia	2017	Upper River
SPT21875	Gambia	2017	Upper River
SPT21876	Gambia	2017	Upper River
SPT21877	Gambia	2017	Upper River
SPT21878	Gambia	2017	Upper River
SPT21880	Gambia	2017	Upper River
SPT21883	Gambia	2017	Upper River
SPT21884	Gambia	2017	Upper River
SPT21885	Gambia	2017	Upper River
SPT21887	Gambia	2017	Upper River
SPT21899	Gambia	2017	Upper River
SPT21906	Gambia	2017	Upper River
SPT21909	Gambia	2017	Upper River
SPT21910	Gambia	2017	Upper River
SPT21913	Gambia	2017	Upper River
SPT21914	Gambia	2017	Upper River
SPT21915	Gambia	2017	Upper River
SPT21916	Gambia	2017	Upper River
SPT21919	Gambia	2017	Upper River
SPT21923	Gambia	2017	Upper River
SPT21924	Gambia	2017	Upper River
SPT21927	Gambia	2017	Upper River
SPT21946	Gambia	2017	Upper River
SPT21948	Gambia	2017	Upper River
SPT21953	Gambia	2017	Upper River
SPT21954	Gambia	2017	Upper River
SPT21955	Gambia	2017	Upper River
SPT21965	Gambia	2016	Upper River
SPT21966	Gambia	2016	Upper River
SPT21967	Gambia	2016	Upper River
SPT35302	Gambia	2014	Upper River
SPT35303	Gambia	2014	Upper River
SPT35304	Gambia	2014	Upper River
SPT35306	Gambia	2014	Upper River
SPT35308	Gambia	2014	Upper River
SPT35309	Gambia	2014	Upper River
SPT35310	Gambia	2014	Upper River
SPT35313	Gambia	2014	Upper River
SPT35315	Gambia	2014	Upper River
SPT35316	Gambia	2014	Upper River
SPT35317	Gambia	2014	Upper River
SPT35318	Gambia	2014	Upper River
SPT35320	Gambia	2014	Upper River
SPT35321	Gambia	2014	Upper River
SPT35322	Gambia	2014	Upper River
SPT35323	Gambia	2014	Upper River
SPT35324	Gambia	2014	Upper River
SPT35325	Gambia	2014	Upper River
SPT35328	Gambia	2014	Upper River
SPT35330	Gambia	2014	Upper River
SPT35331	Gambia	2014	Upper River
SPT35332	Gambia	2014	Upper River
SPT35333	Gambia	2014	Upper River
SPT35334	Gambia	2014	Upper River
SPT35336	Gambia	2014	Upper River
SPT35337	Gambia	2014	Upper River
SPT35338	Gambia	2014	Upper River
SPT35339	Gambia	2014	Upper River
SPT35340	Gambia	2014	Upper River
SPT35341	Gambia	2014	Upper River
SPT35342	Gambia	2014	Upper River
SPT35344	Gambia	2014	Upper River
SPT35346	Gambia	2014	Upper River
SPT35347	Gambia	2014	Upper River
SPT35348	Gambia	2014	Upper River
SPT35349	Gambia	2014	Upper River
SPT35351	Gambia	2014	Upper River
SPT35352	Gambia	2014	Upper River
SPT35354	Gambia	2014	Upper River
SPT35355	Gambia	2014	Upper River
SPT35356	Gambia	2014	Upper River
SPT35357	Gambia	2014	Upper River
SPT35360	Gambia	2014	Upper River
SPT35361	Gambia	2014	Upper River
SPT35362	Gambia	2014	Upper River
SPT35363	Gambia	2014	Upper River
SPT35364	Gambia	2014	Upper River
SPT35365	Gambia	2014	Upper River
SPT35366	Gambia	2014	Upper River
SPT35368	Gambia	2014	Upper River
SPT35369	Gambia	2014	Upper River
SPT35370	Gambia	2014	Upper River
SPT35372	Gambia	2014	Upper River
SPT35373	Gambia	2014	Upper River
SPT35374	Gambia	2014	Upper River
SPT35377	Gambia	2014	Upper River
SPT35378	Gambia	2014	Upper River
SPT35379	Gambia	2014	Upper River
SPT35382	Gambia	2014	Upper River
SPT35384	Gambia	2014	Upper River
SPT35389	Gambia	2014	Upper River
SPT35390	Gambia	2014	Upper River
SPT35405	Gambia	2014	Upper River
SPT35407	Gambia	2014	Upper River
SPT35410	Gambia	2014	Upper River
SPT35412	Gambia	2014	Upper River
SPT35414	Gambia	2014	Upper River
SPT35417	Gambia	2014	Upper River
SPT35418	Gambia	2014	Upper River
SPT35419	Gambia	2014	Upper River
SPT35420	Gambia	2014	Upper River
SPT35423	Gambia	2014	Upper River
SPT35424	Gambia	2014	Upper River
SPT35425	Gambia	2014	Upper River
SPT35427	Gambia	2014	Upper River
SPT35430	Gambia	2014	Upper River
SPT35431	Gambia	2014	Upper River
SPT35435	Gambia	2014	Upper River
SPT35436	Gambia	2014	Upper River
SPT35437	Gambia	2014	Upper River
SPT35440	Gambia	2014	Upper River
SPT35443	Gambia	2014	Upper River
SPT35444	Gambia	2014	Upper River
SPT35446	Gambia	2014	Upper River
SPT35447	Gambia	2014	Upper River
SPT35448	Gambia	2014	Upper River
SPT35449	Gambia	2014	Upper River
SPT35450	Gambia	2014	Upper River
SPT35453	Gambia	2014	Upper River
SPT35458	Gambia	2014	Upper River
SPT35459	Gambia	2014	Upper River
SPT35461	Gambia	2014	Upper River
SPT35462	Gambia	2014	Upper River
SPT35463	Gambia	2014	Upper River
SPT35467	Gambia	2014	Upper River
SPT35468	Gambia	2014	Upper River
SPT35469	Gambia	2014	Upper River
SPT35470	Gambia	2014	Upper River
SPT35471	Gambia	2014	Upper River
SPT35472	Gambia	2014	Upper River
SPT35474	Gambia	2014	Upper River
SPT35475	Gambia	2014	Upper River
SPT35476	Gambia	2014	Upper River
SPT35485	Gambia	2014	Upper River
SPT35487	Gambia	2014	Upper River
SPT35499	Gambia	2014	Upper River
SPT35500	Gambia	2014	Upper River
SPT35501	Gambia	2014	Upper River
SPT35502	Gambia	2014	Upper River
SPT35503	Gambia	2014	Upper River
SPT35506	Gambia	2014	Upper River
SPT35508	Gambia	2014	Upper River
SPT35509	Gambia	2014	Upper River
SPT35510	Gambia	2014	Upper River
SPT35511	Gambia	2014	Upper River
SPT35514	Gambia	2014	Upper River
SPT35515	Gambia	2014	Upper River
SPT35516	Gambia	2014	Upper River
SPT35517	Gambia	2014	Upper River
SPT35518	Gambia	2014	Upper River
SPT35519	Gambia	2014	Upper River
SPT35520	Gambia	2014	Upper River
SPT35521	Gambia	2014	Upper River
SPT35522	Gambia	2014	Upper River
SPT35523	Gambia	2014	Upper River
SPT35524	Gambia	2014	Upper River
SPT35525	Gambia	2014	Upper River
SPT35526	Gambia	2014	Upper River
SPT35529	Gambia	2014	Upper River
SPT35532	Gambia	2014	Upper River
SPT35537	Gambia	2014	Upper River
SPT35538	Gambia	2014	Upper River
SPT35540	Gambia	2014	Upper River
SPT35541	Gambia	2014	Upper River
SPT35543	Gambia	2014	Upper River
SPT35544	Gambia	2014	Upper River
SPT35546	Gambia	2014	Upper River
SPT35547	Gambia	2014	Upper River
SPT35551	Gambia	2014	Upper River
SPT35552	Gambia	2014	Upper River
SPT35553	Gambia	2014	Upper River
SPT35556	Gambia	2013	Upper River
SPT35557	Gambia	2013	Upper River
SPT35561	Gambia	2013	Upper River
SPT35563	Gambia	2013	Upper River
SPT35564	Gambia	2013	Upper River
SPT35566	Gambia	2013	Upper River
SPT35567	Gambia	2013	Upper River
SPT35571	Gambia	2013	Upper River
SPT35573	Gambia	2013	Upper River
